"Project name","Project version","Project id","Version id","Channel version id","Component name",Version,"Channel version origin","Channel version origin id","Channel version origin name","Vulnerability id",Description,"Published on","Updated on","Base Score",Exploitability,Impact,"Vulnerability source","Hub Vulnerability URL","Remediation status","Remediation target date","Remediation actual date","Remediation comment",URL,Severity,"Scan date"
"Hub-Fortify-Integration-Test1",1.0,"fbb3a204-11b9-461d-9550-81ce954d1c5b","ada708c6-3aeb-4393-80fe-e0151cd4c89f",,"Apache CloudStack",4.4.4,unknown,null,4.4.4,CVE-2015-3252,"Apache CloudStack before 4.5.2 does not properly preserve VNC passwords when migrating KVM virtual machines, which allows remote attackers to gain access by connecting to the VNC server.",2016-02-12,2016-02-12,6.0,6.8,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-3252",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"b75f622a-30da-46e4-a9c9-56f4ab75e22e","541eae8d-92ae-4e19-8299-e5ed55828895",,"Apache Commons BeanUtils",1.8.0,maven,"commons-beanutils:commons-beanutils:1.8.0",1.8.0,106409,"Commons BeanUtils contains a flaw that is due to it failing to restrict the setting of Class Loader attributes via the class attribute of an ActionForm object. This may allow a remote attacker to manipulate the loaded Classloader and execute arbitrary code.",2014-04-29,2017-05-08,7.5,10.0,6.4,VULNDB,,DUPLICATE,,,,,HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"b75f622a-30da-46e4-a9c9-56f4ab75e22e","541eae8d-92ae-4e19-8299-e5ed55828895",,"Apache Commons BeanUtils",1.8.0,maven,"commons-beanutils:commons-beanutils:1.8.0",1.8.0,CVE-2014-0114,"Apache Commons BeanUtils, as distributed in lib/commons-beanutils-1.8.0.jar in Apache Struts 1.x through 1.3.10 and in other products requiring commons-beanutils through 1.9.2, does not suppress the class property, which allows remote attackers to ""manipulate"" the ClassLoader and execute arbitrary code via the class parameter, as demonstrated by the passing of this parameter to the getClass method of the ActionForm object in Struts 1.",2016-11-15,2017-01-07,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0114",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"b75f622a-30da-46e4-a9c9-56f4ab75e22e","75526b90-1026-4273-b459-3806aa504228",,"Apache Commons BeanUtils",1.6.1,maven,"commons-beanutils:commons-beanutils:1.6.1",1.6.1,CVE-2014-0114,"Apache Commons BeanUtils, as distributed in lib/commons-beanutils-1.8.0.jar in Apache Struts 1.x through 1.3.10 and in other products requiring commons-beanutils through 1.9.2, does not suppress the class property, which allows remote attackers to ""manipulate"" the ClassLoader and execute arbitrary code via the class parameter, as demonstrated by the passing of this parameter to the getClass method of the ActionForm object in Struts 1.",2016-11-15,2017-01-07,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0114",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8910bcce-0631-4325-8293-4f7cee018c6a","0374aab2-2fe1-4546-b0fc-db489bfa9de3",,"Apache Commons Collections",2.1.1,maven,"commons-collections:commons-collections:2.1.1",2.1.1,CVE-2015-6420,"Serialized-object interfaces in certain Cisco Collaboration and Social Media; Endpoint Clients and Client Software; Network Application, Service, and Acceleration; Network and Content Security Devices; Network Management and Provisioning; Routing and Switching - Enterprise and Service Provider; Unified Computing; Voice and Unified Communications Devices; Video, Streaming, TelePresence, and Transcoding Devices; Wireless; and Cisco Hosted Services products allow remote attackers to execute arbitrary commands via a crafted serialized Java object, related to the Apache Commons Collections (ACC) library.",2015-12-15,2017-02-17,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-6420",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8910bcce-0631-4325-8293-4f7cee018c6a","7fa2752a-7436-423a-b68c-062ac7cbc082",,"Apache Commons Collections",2.1,maven,"commons-collections:commons-collections:2.1",2.1,CVE-2015-6420,"Serialized-object interfaces in certain Cisco Collaboration and Social Media; Endpoint Clients and Client Software; Network Application, Service, and Acceleration; Network and Content Security Devices; Network Management and Provisioning; Routing and Switching - Enterprise and Service Provider; Unified Computing; Voice and Unified Communications Devices; Video, Streaming, TelePresence, and Transcoding Devices; Wireless; and Cisco Hosted Services products allow remote attackers to execute arbitrary commands via a crafted serialized Java object, related to the Apache Commons Collections (ACC) library.",2015-12-15,2017-02-17,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-6420",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8910bcce-0631-4325-8293-4f7cee018c6a","af8b995b-68e6-44f1-ba77-f7f8c345dee7",,"Apache Commons Collections",3.2.1,maven,"org.lucee:commons-collections:3.2.1",3.2.1,129952,"Apache Commons Collections contains a flaw in the InvokerTransformer class. This issue is triggered when handling Java code, which may invoke unsafe deserialize calls. This may allow a remote attacker to execute arbitrary code.",2015-11-07,2017-05-08,10.0,10.0,10.0,VULNDB,,NEW,,,,,HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8910bcce-0631-4325-8293-4f7cee018c6a","af8b995b-68e6-44f1-ba77-f7f8c345dee7",,"Apache Commons Collections",3.2.1,maven,"org.lucee:commons-collections:3.2.1",3.2.1,131470,"Multiple Cisco products contain a flaw related to use of the Apache Commons library. The issue is triggered as user-supplied input is not properly validated before being deserialized. With a specially crafted request, a remote attacker can potentially execute arbitrary code. No further details have been provided by the vendor.",2015-12-10,2017-03-28,7.5,10.0,6.4,VULNDB,,DUPLICATE,,,,,HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8910bcce-0631-4325-8293-4f7cee018c6a","af8b995b-68e6-44f1-ba77-f7f8c345dee7",,"Apache Commons Collections",3.2.1,maven,"org.lucee:commons-collections:3.2.1",3.2.1,CVE-2015-6420,"Serialized-object interfaces in certain Cisco Collaboration and Social Media; Endpoint Clients and Client Software; Network Application, Service, and Acceleration; Network and Content Security Devices; Network Management and Provisioning; Routing and Switching - Enterprise and Service Provider; Unified Computing; Voice and Unified Communications Devices; Video, Streaming, TelePresence, and Transcoding Devices; Wireless; and Cisco Hosted Services products allow remote attackers to execute arbitrary commands via a crafted serialized Java object, related to the Apache Commons Collections (ACC) library.",2015-12-15,2017-02-17,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-6420",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8910bcce-0631-4325-8293-4f7cee018c6a","d40ab705-2f5b-46a5-ac82-88c7b6138fb2",,"Apache Commons Collections",3.2,maven,"commons-collections:commons-collections:3.2",3.2,CVE-2015-6420,"Serialized-object interfaces in certain Cisco Collaboration and Social Media; Endpoint Clients and Client Software; Network Application, Service, and Acceleration; Network and Content Security Devices; Network Management and Provisioning; Routing and Switching - Enterprise and Service Provider; Unified Computing; Voice and Unified Communications Devices; Video, Streaming, TelePresence, and Transcoding Devices; Wireless; and Cisco Hosted Services products allow remote attackers to execute arbitrary commands via a crafted serialized Java object, related to the Apache Commons Collections (ACC) library.",2015-12-15,2017-02-17,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-6420",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"61ed2a20-d701-436f-955d-5f03bc46602d","15f2fb87-2ca2-4c3d-bc1e-f924cf7bb768",,"Apache Directory Studio",2.0.0-M8,unknown,null,2.0.0-M8,CVE-2015-5349,"The CSV export in Apache LDAP Studio and Apache Directory Studio before 2.0.0-M10 does not properly escape field values, which might allow attackers to execute arbitrary commands by leveraging a crafted LDAP entry that is interpreted as a formula when imported into a spreadsheet.",2016-04-13,2016-04-14,9.3,8.6,10.0,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5349",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d629af3-8e80-4ecb-9fae-b69e22fc815d","4f6af0df-ec8d-48d2-bd46-86f873f22ba1",,"Apache HBase",0.98.8,unknown,null,0.98.8,122509,"Apache HBase contains a logic error that may cause it to handle coordination states in ZooKeeper with insecure ACLs. This may allow an unauthenticated remote attacker with network access to the ZooKeeper quorum to cause a denial of service, or an authenticated remote attacker to potentially gain unauthorized read or write access to HBase data.",2015-05-26,2016-01-15,7.5,10.0,6.4,VULNDB,,DUPLICATE,,,,,HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d629af3-8e80-4ecb-9fae-b69e22fc815d","4f6af0df-ec8d-48d2-bd46-86f873f22ba1",,"Apache HBase",0.98.8,unknown,null,0.98.8,CVE-2015-1836,"Apache HBase 0.98 before 0.98.12.1, 1.0 before 1.0.1.1, and 1.1 before 1.1.0.1, as used in IBM InfoSphere BigInsights 3.0, 3.0.0.1, and 3.0.0.2 and other products, uses incorrect ACLs for ZooKeeper coordination state, which allows remote attackers to cause a denial of service (daemon outage), obtain sensitive information, or modify data via unspecified client traffic.",2015-12-22,2017-03-24,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-1836",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"8d629af3-8e80-4ecb-9fae-b69e22fc815d","7a95123c-187c-4c58-9705-d62e6e1111ce",,"Apache HBase",1.1.7,null,null,1.1.7,150514,"Apache HBase contains a flaw that allows a cross-site scripting (XSS) attack. This flaw exists because the http/jmx/JMXJsonServlet.java script does not validate input when handling callback names before returning it to users. This may allow a remote attacker to create a specially crafted request that would execute arbitrary script code in a user's browser session within the trust relationship between their browser and the server.",2017-01-18,2017-01-18,5.0,10.0,2.9,VULNDB,,NEW,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"5cf97227-441b-4a2d-b3dd-cf74975d31ab","3c317b48-34c8-4576-9ded-1ed7f964252d",,"Apache HTTP Server",2.4.18,unknown,null,2.4.18,134423,"Apache HTTP Server (httpd) contains a flaw in the read_request_line() function in server/protocol.c. The issue is triggered when handling invalid CONNECT requests with a custom status code 400 error page using server side includes. With a specially crafted request, a remote attacker can cause a crash.",2016-02-12,2016-02-12,7.1,8.6,6.9,VULNDB,,NEW,,,,,HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"5cf97227-441b-4a2d-b3dd-cf74975d31ab","3c317b48-34c8-4576-9ded-1ed7f964252d",,"Apache HTTP Server",2.4.18,unknown,null,2.4.18,138524,"Apache HTTP Server (httpd) contains a flaw that is triggered when a stream's flow control windows are manipulated. This may allow an authenticated remote attacker to block server threads for an extended period of time, allowing them to exhaust worker threads and prevent the processing of streams.",2016-05-13,2017-04-28,4.3,8.6,2.9,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"5cf97227-441b-4a2d-b3dd-cf74975d31ab","3c317b48-34c8-4576-9ded-1ed7f964252d",,"Apache HTTP Server",2.4.18,unknown,null,2.4.18,140986,"Apache HTTP Server (httpd) contains a flaw that is triggered when an experimental module for the HTTP/2 protocol is used to access a resource. This may result in X.509 certificates not being properly validated, allowing an unauthorized user to disclose potentially sensitive information in resources that should require valid certificates.",2016-07-06,2016-10-31,5.0,10.0,2.9,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"5cf97227-441b-4a2d-b3dd-cf74975d31ab","3c317b48-34c8-4576-9ded-1ed7f964252d",,"Apache HTTP Server",2.4.18,unknown,null,2.4.18,148143,"Apache HTTP Server contains a flaw in the mod_http2 component that is triggered when handling the LimitRequestFields directive and endless HTTP/2 CONTINUATION frames. This may allow a remote attacker to inject unlimited request headers, exhausting available memory resources.",2016-12-05,2017-04-28,5.0,10.0,2.9,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"5cf97227-441b-4a2d-b3dd-cf74975d31ab","3c317b48-34c8-4576-9ded-1ed7f964252d",,"Apache HTTP Server",2.4.18,unknown,null,2.4.18,CVE-2016-1546,"The Apache HTTP Server 2.4.17 and 2.4.18, when mod_http2 is enabled, does not limit the number of simultaneous stream workers for a single HTTP/2 connection, which allows remote attackers to cause a denial of service (stream-processing outage) via modified flow-control windows.",2016-07-07,2016-11-28,4.3,8.6,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-1546",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"5cf97227-441b-4a2d-b3dd-cf74975d31ab","3c317b48-34c8-4576-9ded-1ed7f964252d",,"Apache HTTP Server",2.4.18,unknown,null,2.4.18,CVE-2016-4979,"The Apache HTTP Server 2.4.18 through 2.4.20, when mod_http2 and mod_ssl are enabled, does not properly recognize the ""SSLVerifyClient require"" directive for HTTP/2 request authorization, which allows remote attackers to bypass intended access restrictions by leveraging the ability to send multiple requests over a single connection and aborting a renegotiation.",2016-07-07,2016-11-28,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-4979",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"5cf97227-441b-4a2d-b3dd-cf74975d31ab","3c317b48-34c8-4576-9ded-1ed7f964252d",,"Apache HTTP Server",2.4.18,unknown,null,2.4.18,CVE-2016-5387,"The Apache HTTP Server through 2.4.23 follows RFC 3875 section 4.1.18 and therefore does not protect applications from the presence of untrusted client data in the HTTP_PROXY environment variable, which might allow remote attackers to redirect an application's outbound HTTP traffic to an arbitrary proxy server via a crafted Proxy header in an HTTP request, aka an ""httpoxy"" issue.  NOTE: the vendor states ""This mitigation has been assigned the identifier CVE-2016-5387""; in other words, this is not a CVE ID for a vulnerability.",2016-11-02,2017-03-21,5.1,4.9,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-5387",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"5cf97227-441b-4a2d-b3dd-cf74975d31ab","3c317b48-34c8-4576-9ded-1ed7f964252d",,"Apache HTTP Server",2.4.18,unknown,null,2.4.18,CVE-2016-8740,"The mod_http2 module in the Apache HTTP Server 2.4.17 through 2.4.23, when the Protocols configuration includes h2 or h2c, does not restrict request-header length, which allows remote attackers to cause a denial of service (memory consumption) via crafted CONTINUATION frames in an HTTP/2 request.",2016-12-22,2017-05-10,5.0,10.0,2.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-8740",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"f2628d25-9723-4d44-97db-5d08e823a8a2","a979d7b6-0b93-4555-9b94-308a53d23061",,"Apache Jackrabbit",1.6.5,unknown,null,1.6.5,CVE-2015-1833,"XML external entity (XXE) vulnerability in Apache Jackrabbit before 2.0.6, 2.2.x before 2.2.14, 2.4.x before 2.4.6, 2.6.x before 2.6.6, 2.8.x before 2.8.1, and 2.10.x before 2.10.1 allows remote attackers to read arbitrary files and send requests to intranet servers via a crafted WebDAV request.",2015-06-01,2016-12-31,6.4,10.0,4.9,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-1833",MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"257a4dff-478b-49a1-841d-c2cf3c2af466","57f92212-a13c-4fb7-9ee4-2410d9438069",,"Apache Libcloud",0.19.0,pypi,apache-libcloud/0.19.0,0.19.0,140977,"Apache Libcloud contains a flaw that is due to the program setting insecure permissions for .gce_libcloud_auth.* files. This may allow a local attacker to gain access to Bearer access tokens.",2016-07-05,2016-07-05,2.1,3.9,2.9,VULNDB,,NEW,,,,,LOW,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"0dcfc75a-b662-4f11-9208-f86dd4747662","90539f0b-d4df-40d9-bbb5-4452e8949c95",,"Apache PDFBox",2.0.0,maven,"org.apache.pdfbox:pdfbox:2.0.0",2.0.0,139120,"Apache PDFBox contains an XXE (Xml eXternal Entity) injection flaw that is triggered during the parsing of XML data. The issue is due to an incorrectly configured XML parser accepting XML external entities from an untrusted source. By sending specially crafted XML data, a remote attacker can gain access to sensitive information or cause a denial of service.",2016-05-27,2017-05-15,7.5,10.0,6.4,VULNDB,,DUPLICATE,,,,,HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"0dcfc75a-b662-4f11-9208-f86dd4747662","90539f0b-d4df-40d9-bbb5-4452e8949c95",,"Apache PDFBox",2.0.0,maven,"org.apache.pdfbox:pdfbox:2.0.0",2.0.0,CVE-2016-2175,"Apache PDFBox before 1.8.12 and 2.x before 2.0.1 does not properly initialize the XML parsers, which allows context-dependent attackers to conduct XML External Entity (XXE) attacks via a crafted PDF.",2016-08-16,2017-01-07,7.5,10.0,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2016-2175",HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"f1ffceeb-42b8-43c6-88c2-853299cba899","0abf56da-85de-442a-9e0f-ea2ff1278092",,"Apache Struts",2.3.16.3,unknown,null,2.3.16.3,115217,"Apache Struts contains a flaw as HTTP requests do not require multiple steps, explicit confirmation, or a unique token when performing certain sensitive actions. By tricking a user into following a specially crafted link, a context-dependent attacker can perform a Cross-Site Request Forgery (CSRF / XSRF) attack causing the victim to perform unspecified actions.",2014-12-02,2015-08-13,6.8,8.6,6.4,VULNDB,,DUPLICATE,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"f1ffceeb-42b8-43c6-88c2-853299cba899","0abf56da-85de-442a-9e0f-ea2ff1278092",,"Apache Struts",2.3.16.3,unknown,null,2.3.16.3,126679,"Apache Struts contains a flaw that allows a cross-site scripting (XSS) attack. This flaw exists because debug mode does not validate input passed via the 'Problem Report' screen before returning it to users. This may allow a remote attacker to create a specially crafted request that would execute arbitrary script code in a user's browser session within the trust relationship between their browser and the server.",2015-08-25,2015-10-23,0.0,4.9,0.0,VULNDB,,NEW,,,,,LOW,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"f1ffceeb-42b8-43c6-88c2-853299cba899","0abf56da-85de-442a-9e0f-ea2ff1278092",,"Apache Struts",2.3.16.3,unknown,null,2.3.16.3,127233,"Apache Struts contains a flaw that allows a cross-site scripting (XSS) attack. This flaw exists because the server does not validate input passed via unspecified JSP pages before returning it to users. This may allow a remote attacker to create a specially crafted request that would execute arbitrary script code in a user's browser session within the trust relationship between their browser and the server.",2015-09-09,2015-12-16,5.0,10.0,2.9,VULNDB,,NEW,,,,,MEDIUM,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"f1ffceeb-42b8-43c6-88c2-853299cba899","0abf56da-85de-442a-9e0f-ea2ff1278092",,"Apache Struts",2.3.16.3,unknown,null,2.3.16.3,135097,"Apache Struts contains a flaw that is triggered when handling untrusted OGNL expressions passed to the TextParseUtil.translateVariables() method. This may allow a remote attacker to potentially execute arbitrary code.",2016-02-29,2016-07-04,7.6,4.9,10.0,VULNDB,,NEW,,,,,HIGH,"2017-05-26 01:30:59.716"
"Hub-Fortify-Integration-Test1",1.0,"f1ffceeb-42b8-43c6-88c2-853299cba899","0abf56da-85de-442a-9e0f-ea2ff1278092",,"Apache Struts",2.3.16.3,unknown,null,2.3.16.3,CVE-2014-7809,"Apache Struts 2.0.0 through 2.3.x before 2.3.20 uses predictable <s:token/> values, which allows remote attackers to bypass the CSRF protection mechanism.",2015-07-30,2016-10-26,6.8,8.6,6.4,NVD,,NEW,,,,"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-7809",MEDIUM,"2017-05-26 01:30:59.716"
